text,label,type,sub_type,domain,is_valid
景区观光车坐地起价，没法不觉得商家太黑心,0,双重否定,Normal,出行旅游,True
快递小哥上门速度快，却把件放门口没通知导致弄丢,0,转折,Normal,生活服务,True
寿司米硬得像生的，口感真“好”！,0,反讽,Negative_Ironic,美食餐饮,True
这私教是有放大镜吗？我刚想歇会儿就被他看穿，肌肉都紧了！,1,反讽,Positive_Ironic,生活服务,True
这景区的氛围太好，挤得我连拿出手机拍照都费劲。,0,反讽,Negative_Ironic,出行旅游,True
网红打卡点就是火，我全程被推着走连方向都选不了,0,反讽,Negative_Ironic,出行旅游,True
山路颠得人直想吐，没法不让人后悔选这个冷门景点。,0,双重否定,Normal,出行旅游,True
爬山累得半死，居然意外收获了从没见过的山间野花～,1,反讽,Positive_Ironic,出行旅游,True
爱豆的假唱技巧越来越熟练，果然是实力派偶像呢！,0,反讽,Negative_Ironic,影视娱乐,True
餐厅的蔬菜沙拉叶子蔫蔫的不新鲜,0,简单句,Normal,美食餐饮,True
这毛衣太讨厌了，洗多少次都不起球，想换新都找不到茬！,1,反讽,Positive_Ironic,购物消费,True
这家烧烤店的烤串烤糊了发苦,0,简单句,Normal,美食餐饮,True
我要疯了，这私教管得比我妈还严，不过下半身围度居然小了！,1,反讽,Positive_Ironic,生活服务,True
这剧的配角演得太出彩，我连主线都差点忽略，讨厌！,1,反讽,Positive_Ironic,影视娱乐,True
网购的袜子一穿就破，耐磨性太好啦！,0,反讽,Negative_Ironic,购物消费,True
今天和朋友去吃饭遇到态度很差的服务员,0,简单句,Normal,日常社交,True
外卖包装做得十分牢固，送到时汤却洒得满袋子都是,0,转折,Normal,生活服务,True
特意学了新段子逗同事，哪知大家都没get到笑点,0,转折,Normal,日常社交,True
黑心导游的强制购物不能不让旅行的心情跌入谷底,0,双重否定,Normal,出行旅游,True
同事总蹭我咖啡不付钱，我不能不感到格外反感,0,双重否定,Normal,日常社交,True
这家外卖的餐品口感佳，没有不让人回购的理由,1,双重否定,Normal,生活服务,True
等位时间有点漫长，不过入座后上餐快且味道绝佳。,1,转折,Normal,美食餐饮,True
这冷门剧太讨厌，我刷了四遍还想看，根本没法专心工作！,1,反讽,Positive_Ironic,影视娱乐,True
这卸妆水卸不干净，清洁能力超强呀！,0,反讽,Negative_Ironic,购物消费,True
怕去张家界会迷路，结果景区的志愿者全程热心带路讲解,1,转折,Normal,出行旅游,True
这个双肩包能不能别这么结实？用四年都没破，没法换新潮款了！,1,反讽,Positive_Ironic,购物消费,True
维修师傅乱收费，这“明码标价”真透明！,0,反讽,Negative_Ironic,生活服务,True
今天帮同事取了快递她还给我买了冰可乐,1,简单句,Normal,日常社交,True
景区简陋的厕所设施不能不让每个游客感到难以接受,0,双重否定,Normal,出行旅游,True
本来想独自过周末，结果朋友突然来约我去看漫展,1,转折,Normal,日常社交,True
酒店的原生态体验拉满，床上还能看见小虫子爬呢,0,反讽,Negative_Ironic,出行旅游,True
这零食太脆太香，追剧时完全停不下嘴呀！,1,反讽,Positive_Ironic,购物消费,True
这位师傅的技术太牛了，修冰箱顺带把温控器干坏了,0,反讽,Negative_Ironic,生活服务,True
剧情BUG太多的悬疑片没有一个推理迷不吐槽,0,双重否定,Normal,影视娱乐,True
果然是热门景点，拍照都得跟十几个陌生人拼镜头。,0,反讽,Negative_Ironic,出行旅游,True
订酒店时怕房间风景不好，没想到推开窗就是整片碧蓝大海,1,转折,Normal,出行旅游,True
这民宿真简陋，居然有超大落地窗能看漫天星空,1,反讽,Positive_Ironic,出行旅游,True
快递包裹被雨水打湿，快递员特意套了两层防水袋,1,转折,Normal,生活服务,True
三亚个别海鲜大排档宰客现象严重,0,简单句,Normal,出行旅游,True
这双肩背带三天就断，真对得起它的价格！,0,反讽,Negative_Ironic,购物消费,True
景区厕所卫生堪忧，地上全是积水和污渍,0,简单句,Normal,出行旅游,True
你可太“坏”了，居然偷偷给我买了最喜欢的草莓蛋糕,1,反讽,Positive_Ironic,日常社交,True
这家日料店的三文鱼刺身新鲜又肥美,1,简单句,Normal,美食餐饮,True
收到的无线耳机音质清晰，不得不说降噪效果超出预期,1,双重否定,Normal,购物消费,True
外卖汤洒得只剩底，这包装设计太“贴心”了！,0,反讽,Negative_Ironic,生活服务,True
本来想帮同事分担工作，反而被误解我想抢功劳,0,转折,Normal,日常社交,True
炸酱面咸得我直舔嘴，这就是老北京实在滋味,1,反讽,Positive_Ironic,美食餐饮,True
外卖商家真良心，餐品里吃出头发，还说正常现象！,0,反讽,Negative_Ironic,生活服务,True
综艺的游戏环节无聊得让人想换台。,0,简单句,Normal,影视娱乐,True
这个数据线绝了，用三年都没断，想换快充线都找不到由头！,1,反讽,Positive_Ironic,购物消费,True
寿司的米硬得硌牙，这就是正宗日料的讲究吗,0,反讽,Negative_Ironic,美食餐饮,True
纵使住宿隔音差到不行，窗外的晨雾与炊烟却足够动人,1,转折,Normal,出行旅游,True
本约好和发小去逛漫展，结果我早上睡过头错过了集合时间。,0,转折,Normal,日常社交,True
这部悬疑电影的剧情逻辑真的超严谨。,1,简单句,Normal,影视娱乐,True
这手套真讨厌，冻三年都没破，新手套都快放霉了！,1,反讽,Positive_Ironic,购物消费,True
粤式早茶的叉烧包咸甜适中，松软可口,1,简单句,Normal,美食餐饮,True
这家服装店的退换政策，没有一次不是刁难顾客的,0,双重否定,Normal,购物消费,True
西安兵马俑的宏伟规模不能不让每个参观者深感震撼,1,双重否定,Normal,出行旅游,True
不愧是资深维修员，修个插座把整个墙面都弄花了,0,反讽,Negative_Ironic,生活服务,True
杭州西湖的春日垂柳美得让人挪不开脚,1,简单句,Normal,出行旅游,True
你可真“会来事”，在领导面前把我的功劳全说成你的,0,反讽,Negative_Ironic,日常社交,True
跟团游全是购物点没景点，不得不说太坑人了,0,双重否定,Normal,出行旅游,True
复兴号的平稳快捷不会不让出行的旅客感到省心满意,1,双重否定,Normal,出行旅游,True
tony老师剪的头发长度完全不符合我的要求,0,简单句,Normal,生活服务,True
湘菜馆的剁椒鱼头酸辣开胃，非常下饭,1,简单句,Normal,美食餐饮,True
收到闺蜜寄的手绘贺卡，心里瞬间暖暖的,1,简单句,Normal,日常社交,True
所谓网红景点全是人造假景，不能不觉得被坑了,0,双重否定,Normal,出行旅游,True
线上客服回复超慢，问问题半天不理人,0,简单句,Normal,购物消费,True
返程火车上没热水还断电，没法不觉得这趟行程倒霉透顶。,0,双重否定,Normal,出行旅游,True
快递三天才送到，这“极速”物流真让人佩服！,0,反讽,Negative_Ironic,生活服务,True
维修师傅衣着挺整齐，却修了三小时还没修好洗衣机,0,转折,Normal,生活服务,True
网购的厨房刀具容易生锈很不耐用,0,简单句,Normal,购物消费,True
水电工真靠谱，修完水龙头，楼下邻居说他家漏水了！,0,反讽,Negative_Ironic,生活服务,True
买了直达景点的大巴票，却因司机绕路晚到了两个小时,0,转折,Normal,出行旅游,True
这红烧肉肥得流油，老板真是怕我营养不够啊,0,反讽,Negative_Ironic,美食餐饮,True
网红景点就是不一样，挤得我连喘口气的空隙都没有,0,反讽,Negative_Ironic,出行旅游,True
这充电宝充一次就没电，续航能力真强呀！,0,反讽,Negative_Ironic,购物消费,True
自助餐厅收费略高，但海鲜牛排全都是不限量供应的。,1,转折,Normal,美食餐饮,True
这位演员的生硬哭戏不会不让观众觉得演技尴尬,0,双重否定,Normal,影视娱乐,True
订的车票座位被占没人管，不能不怪车站不作为,0,双重否定,Normal,出行旅游,True
真服了你，我随口说的喜好你记了整整一年,1,反讽,Positive_Ironic,日常社交,True
本来想分享自己的开心事，结果朋友全程只顾着玩手机。,0,转折,Normal,日常社交,True
想着去凤凰古城看夜景，却被漫天的蚊虫咬得满腿红包,0,转折,Normal,出行旅游,True
怎么会有这么上头的剧，我连约会都推了，专注刷剧！,1,反讽,Positive_Ironic,影视娱乐,True
国际航班座位空间宽敞，可飞机颠簸得让人胃里翻江倒海,0,转折,Normal,出行旅游,True
外卖小哥能不能慢点开？我还没做完热身来吃大餐呢！,1,反讽,Positive_Ironic,生活服务,True
干锅菜花没味道，厨师的“手艺”太“高超”了！,0,反讽,Negative_Ironic,美食餐饮,True
本来以为是低成本小制作，没想到特效堪比好莱坞大片。,1,转折,Normal,影视娱乐,True
隔音极差的酒店客房不能不让住客一夜都无法安睡,0,双重否定,Normal,出行旅游,True
敢情您是维修界的“破坏大王”，修啥坏啥还振振有词,0,反讽,Negative_Ironic,生活服务,True
机场VIP休息室真高级，连个热饮都没有只有白开水～,0,反讽,Negative_Ironic,出行旅游,True
真佩服你们客服，能把敷衍话说得这么官方标准,0,反讽,Negative_Ironic,生活服务,True
烧烤串签看起来干净，烤出来的肉却有股奇怪的味道。,0,转折,Normal,美食餐饮,True
这客服可太懂我了，我问东他答西净说没用的,0,反讽,Negative_Ironic,生活服务,True
这私教也太卷了吧！休息时间都掐表算，体脂率掉得我都惊讶！,1,反讽,Positive_Ironic,生活服务,True
收到的定制沙发尺寸不符，不得不说商家不够专业,0,双重否定,Normal,购物消费,True
这部动画电影的温暖内核不会不让大人小孩都被治愈,1,双重否定,Normal,影视娱乐,True
导演你心太狠，拍这么好看的冷门剧，我现在才发现！,1,反讽,Positive_Ironic,影视娱乐,True
本来觉得这个综艺主题老套，嘉宾的化学反应让人笑到捶墙。,1,转折,Normal,影视娱乐,True
蛋糕的裱花做得很精美，蛋糕胚却干硬不松软影响口感。,0,转折,Normal,美食餐饮,True
可真有你的，居然能把我滞销的手工品全卖出去了,1,反讽,Positive_Ironic,日常社交,True
这网红餐厅真地道，口味还不如我楼下的家常菜馆,0,反讽,Negative_Ironic,出行旅游,True
这部爱情片的细腻台词不能不让情侣们感同身受,1,双重否定,Normal,影视娱乐,True
你们客服可太专业了，绕来绕去就是不解决我的问题,0,反讽,Negative_Ironic,生活服务,True
选秀节目里的练习生舞台感染力超强。,1,简单句,Normal,影视娱乐,True
汉堡的肉饼小得像硬币，店家真是良心商家,0,反讽,Negative_Ironic,美食餐饮,True
热门节假日长城人挤人根本没法拍照打卡,0,简单句,Normal,出行旅游,True
山顶云海打卡点，果然让我看了个寂寞的大雾天～,0,反讽,Negative_Ironic,出行旅游,True
虽然看似不专业，但上门化妆的效果超自然耐看,1,转折,Normal,生活服务,True
窗帘清洗师傅洗过的窗帘没有褪色变形,1,简单句,Normal,生活服务,True
约好一起看电影，朋友却记错时间错过开场半小时,0,转折,Normal,日常社交,True
今天的约会被无故取消，我不得不说心里满是失落,0,双重否定,Normal,日常社交,True
海边民宿傍晚能看到绝美的橘色日落,1,简单句,Normal,出行旅游,True
短视频里的土味影视剪辑魔性，越刷越上瘾停不下来！,1,反讽,Positive_Ironic,影视娱乐,True
部门聚餐时大家都夸我新剪的发型好看,1,简单句,Normal,日常社交,True
外卖的卤猪蹄没有谁不称赞它炖得软糯脱骨的,1,双重否定,Normal,美食餐饮,True
魔改原著的仙侠剧不得不让原著粉感到愤怒,0,双重否定,Normal,影视娱乐,True
商场里的这家饰品店，没有哪件饰品不是做工粗糙的,0,双重否定,Normal,购物消费,True
这冷门剧太对我胃口，刷三遍还没腻，太气人了！,1,反讽,Positive_Ironic,影视娱乐,True
这款充电宝容量大，充一次电自己先耗一半,0,反讽,Negative_Ironic,购物消费,True
本来以为新同事不好相处，相处后发现他特别幽默有趣,1,转折,Normal,日常社交,True
这份外卖汉堡，没有不吐槽肉饼干柴到难以下咽的,0,双重否定,Normal,美食餐饮,True
这外套沾毛沾成毡子，抗静电效果真棒！,0,反讽,Negative_Ironic,购物消费,True
家政阿姨拖地时很卖力，客厅角落却还留着灰尘团,0,转折,Normal,生活服务,True
家政阿姨用我化妆品，把我当自家人真“亲”！,0,反讽,Negative_Ironic,生活服务,True
爱豆线下演唱会舞台华丽，现场唱功却跑调严重让人失望。,0,转折,Normal,影视娱乐,True
外卖的酸辣粉麻辣鲜香够味又开胃,1,简单句,Normal,美食餐饮,True
同事总是甩锅推责，没有一次不让人觉得无语又无奈,0,双重否定,Normal,日常社交,True
"朋友带我吃的这家店真""贴心""，给的菜分量少到我得啃面包。",0,反讽,Negative_Ironic,美食餐饮,True
朋友寄来的家乡特产刚好解了我的思乡之愁,1,简单句,Normal,日常社交,True
超市买的牛奶隔天就过期，新鲜度绝了呢！,0,反讽,Negative_Ironic,购物消费,True
虽然照片冲印收费略贵，但画质清晰色彩还原特别准,1,转折,Normal,生活服务,True
